contractSymbol,strike,lastPrice_new,bid,ask,volume_new,openInterest,impliedVolatility,inTheMoney,option_type,expiry_date,symbol,volume_old,lastPrice_old,volume_change,volume_change_pct,option_price_change,stock_price_change,signal_type,stock_price_change_pct,option_price_change_pct,volume_change_abs,amount_threshold,amount_tier
IREN251003C00039000,39.0,8.15,7.4,7.8,4110.0,589.0,1.109379453125,True,CALL,2025-10-03,IREN,0.0,7.2,4110.0,100.0,0.13194444444444448,0.01589374128861187,买Call，看涨,1.589374128861187,13.194444444444448,4110.0,3349650.0,<=5M
HOOD251003C00135000,135.0,6.1,5.75,5.9,5488.0,21083.0,0.6235389208984375,True,CALL,2025-10-03,HOOD,0.0,4.82,5488.0,100.0,0.26556016597510357,0.01568903052449743,买Call，看涨,1.5689030524497432,26.556016597510357,5488.0,3347679.9999999995,<=5M
NVDA251024C00185000,185.0,7.62,7.55,7.65,4354.0,9824.0,0.3510807080078124,True,CALL,2025-10-24,NVDA,0.0,5.34,4354.0,100.0,0.4269662921348315,0.02631283058960429,买Call，看涨,2.6312830589604292,42.69662921348315,4354.0,3317748.0000000005,<=5M
NVDA251017P00185000,185.0,5.25,5.3,5.35,6225.0,9210.0,0.3723207299804688,False,PUT,2025-10-17,NVDA,0.0,6.95,6225.0,100.0,-0.2446043165467626,0.02631283058960429,卖Put，看涨,2.6312830589604292,-24.46043165467626,6225.0,3268125.0,<=5M
NVDA251017C00187500,187.5,5.19,5.15,5.2,6254.0,4282.0,0.3397282824707031,False,CALL,2025-10-17,NVDA,0.0,3.29,6254.0,100.0,0.5775075987841947,0.02631283058960429,买Call，看涨,2.6312830589604292,57.750759878419466,6254.0,3245826.0,<=5M
CORZ251017C00013000,13.0,5.3,4.95,5.05,6066.0,7256.0,0.960937890625,True,CALL,2025-10-17,CORZ,0.0,4.25,6066.0,100.0,0.24705882352941172,0.032602454503461456,买Call，看涨,3.2602454503461455,24.70588235294117,6066.0,3214980.0,<=5M
BA260220C00255000,255.0,6.49,6.3,6.4,4902.0,228.0,0.3560245062255859,False,CALL,2026-02-20,BA,0.0,7.2,4902.0,100.0,-0.09861111111111111,-0.014879287360854533,卖Call，看跌,-1.4879287360854534,-9.86111111111111,4902.0,3181398.0,<=5M
CORZ271217C00022000,22.0,6.9,6.4,9.45,4540.0,815.0,0.8957529956054686,False,CALL,2027-12-17,CORZ,0.0,6.45,4540.0,100.0,0.06976744186046514,0.032602454503461456,买Call，看涨,3.2602454503461455,6.976744186046514,4540.0,3132600.0,<=5M
NVDA260320C00230000,230.0,7.9,7.8,7.85,3965.0,21960.0,0.4133969793701171,False,CALL,2026-03-20,NVDA,0.0,6.23,3965.0,100.0,0.26805778491171744,0.02631283058960429,买Call，看涨,2.6312830589604292,26.805778491171743,3965.0,3132350.0,<=5M
INTC260116C00035000,35.0,3.68,3.6,3.7,8493.0,101824.0,0.594730615234375,False,CALL,2026-01-16,INTC,0.0,4.56,8493.0,100.0,-0.19298245614035078,-0.03189963186179467,卖Call，看跌,-3.1899631861794666,-19.29824561403508,8493.0,3125424.0,<=5M
TSLA251003C00460000,460.0,3.15,3.1,3.2,9897.0,11185.0,0.6206092626953126,False,CALL,2025-10-03,TSLA,0.0,5.85,9897.0,100.0,-0.4615384615384615,-0.01841114555048675,卖Call，看跌,-1.841114555048675,-46.15384615384615,9897.0,3117555.0,<=5M
NVDA251010C00177500,177.5,10.05,10.05,10.1,3089.0,5398.0,0.3161689477539062,True,CALL,2025-10-10,NVDA,0.0,7.08,3089.0,100.0,0.4194915254237289,0.02631283058960429,买Call，看涨,2.6312830589604292,41.94915254237289,3089.0,3104445.0,<=5M
HOOD251003P00140000,140.0,4.0,3.95,4.1,7616.0,866.0,0.5888712988281251,True,PUT,2025-10-03,HOOD,0.0,5.81,7616.0,100.0,-0.31153184165232356,0.01568903052449743,卖Put，看涨,1.5689030524497432,-31.153184165232357,7616.0,3046400.0,<=5M
CRWV251003C00138000,138.0,5.2,4.9,5.15,5789.0,972.0,0.9150399121093752,False,CALL,2025-10-03,CRWV,0.0,0.56,5789.0,100.0,8.285714285714286,0.12246978178698084,买Call，看涨,12.246978178698084,828.5714285714287,5789.0,3010280.0,<=5M
NVDA251003P00190000,190.0,5.3,5.25,5.35,5549.0,3406.0,0.4323787231445312,True,PUT,2025-10-03,NVDA,0.0,8.45,5549.0,100.0,-0.37278106508875736,0.02631283058960429,卖Put，看涨,2.6312830589604292,-37.27810650887574,5549.0,2940970.0,<=5M
INTC260116C00040000,40.0,2.38,2.33,2.36,12337.0,101519.0,0.6259803027343751,False,CALL,2026-01-16,INTC,0.0,3.04,12337.0,100.0,-0.21710526315789477,-0.03189963186179467,卖Call，看跌,-3.1899631861794666,-21.710526315789476,12337.0,2936206.0,<=5M
HOOD251003C00142000,142.0,2.37,2.3,2.35,12166.0,1667.0,0.6279334082031252,False,CALL,2025-10-03,HOOD,0.0,1.91,12166.0,100.0,0.24083769633507865,0.01568903052449743,买Call，看涨,1.5689030524497432,24.083769633507863,12166.0,2883342.0,<=5M
HOOD251003C00141000,141.0,2.76,2.7,2.76,10335.0,12333.0,0.6333044482421876,False,CALL,2025-10-03,HOOD,0.0,2.21,10335.0,100.0,0.2488687782805429,0.01568903052449743,买Call，看涨,1.5689030524497432,24.886877828054292,10335.0,2852460.0,<=5M
NVDA251121C00210000,210.0,3.95,3.9,3.95,7123.0,36090.0,0.407232490234375,False,CALL,2025-11-21,NVDA,0.0,2.79,7123.0,100.0,0.41577060931899645,0.02631283058960429,买Call，看涨,2.6312830589604292,41.577060931899645,7123.0,2813585.0,<=5M
NVDA251024P00180000,180.0,4.23,4.25,4.3,6630.0,21709.0,0.3725648681640625,False,PUT,2025-10-24,NVDA,0.0,5.45,6630.0,100.0,-0.22385321100917427,0.02631283058960429,卖Put，看涨,2.6312830589604292,-22.385321100917427,6630.0,2804490.0,<=5M
BA251010P00215000,215.0,5.47,5.5,5.65,5090.0,839.0,0.3404606970214844,True,PUT,2025-10-10,BA,0.0,3.85,5090.0,100.0,0.4207792207792207,-0.014879287360854533,买Put，看跌,-1.4879287360854534,42.07792207792207,5090.0,2784230.0,<=5M
AMZN251003P00220000,220.0,3.32,3.3,3.35,8349.0,10376.0,0.2955392712402344,True,PUT,2025-10-03,AMZN,0.0,1.9,8349.0,100.0,0.7473684210526316,-0.015303568998991846,买Put，看跌,-1.5303568998991846,74.73684210526315,8349.0,2771868.0,<=5M
NVDA251017P00170000,170.0,1.26,1.26,1.27,21424.0,93522.0,0.4079649047851562,False,PUT,2025-10-17,NVDA,0.0,1.75,21424.0,100.0,-0.27999999999999997,0.02631283058960429,卖Put，看涨,2.6312830589604292,-27.999999999999996,21424.0,2699424.0,<=5M
CRWV251017C00145000,145.0,7.17,7.05,7.5,3695.0,17662.0,0.8481460498046874,False,CALL,2025-10-17,CRWV,0.0,2.67,3695.0,100.0,1.6853932584269664,0.12246978178698084,买Call，看涨,12.246978178698084,168.53932584269666,3695.0,2649315.0,<=5M
NVDA251031C00190000,190.0,6.5,6.4,6.45,4017.0,33998.0,0.3609683044433593,False,CALL,2025-10-31,NVDA,0.0,4.5,4017.0,100.0,0.4444444444444444,0.02631283058960429,买Call，看涨,2.6312830589604292,44.44444444444444,4017.0,2611050.0,<=5M
CRWV251010C00140000,140.0,7.2,6.95,7.15,3609.0,2029.0,0.8569350244140624,False,CALL,2025-10-10,CRWV,0.0,2.14,3609.0,100.0,2.364485981308411,0.12246978178698084,买Call，看涨,12.246978178698084,236.4485981308411,3609.0,2598480.0,<=5M
AMZN251003C00225000,225.0,0.73,0.71,0.73,35477.0,37144.0,0.30274134765625,False,CALL,2025-10-03,AMZN,0.0,1.8,35477.0,100.0,-0.5944444444444444,-0.015303568998991846,卖Call，看跌,-1.5303568998991846,-59.44444444444444,35477.0,2589821.0,<=5M
NVDA251024C00195000,195.0,3.6,3.4,3.45,7160.0,9936.0,0.3433903552246093,False,CALL,2025-10-24,NVDA,0.0,2.05,7160.0,100.0,0.75609756097561,0.02631283058960429,买Call，看涨,2.6312830589604292,75.609756097561,7160.0,2577600.0,<=5M
CRWV251003P00140000,140.0,5.11,5.1,5.35,5040.0,110.0,0.6655306884765627,True,PUT,2025-10-03,CRWV,0.0,17.58,5040.0,100.0,-0.7093287827076223,0.12246978178698084,卖Put，看涨,12.246978178698084,-70.93287827076223,5040.0,2575440.0,<=5M
TSLA251010C00460000,460.0,7.6,7.6,7.7,3349.0,3367.0,0.5598188549804688,False,CALL,2025-10-10,TSLA,0.0,10.86,3349.0,100.0,-0.3001841620626151,-0.01841114555048675,卖Call，看跌,-1.841114555048675,-30.018416206261513,3349.0,2545240.0,<=5M
BMNR251121C00065000,65.0,6.0,6.05,6.25,4209.0,48405.0,1.3647492700195314,False,CALL,2025-11-21,BMNR,0.0,7.24,4209.0,100.0,-0.17127071823204423,-0.02901448793823384,卖Call，看跌,-2.901448793823384,-17.127071823204425,4209.0,2525400.0,<=5M
AMZN251010C00220000,220.0,3.99,4.0,4.05,6311.0,4089.0,0.3044503149414062,False,CALL,2025-10-10,AMZN,0.0,5.8,6311.0,100.0,-0.31206896551724134,-0.015303568998991846,卖Call，看跌,-1.5303568998991846,-31.206896551724135,6311.0,2518089.0000000005,<=5M
BA260220P00180000,180.0,4.95,4.9,5.0,5086.0,329.0,0.3411931115722656,False,PUT,2026-02-20,BA,0.0,4.6,5086.0,100.0,0.07608695652173925,-0.014879287360854533,买Put，看跌,-1.4879287360854534,7.608695652173925,5086.0,2517570.0,<=5M
CRWV251003C00141000,141.0,3.79,3.65,3.85,6517.0,864.0,0.9135750830078124,False,CALL,2025-10-03,CRWV,0.0,0.47,6517.0,100.0,7.063829787234043,0.12246978178698084,买Call，看涨,12.246978178698084,706.3829787234043,6517.0,2469943.0,<=5M
CRWV251003P00135000,135.0,3.0,2.78,3.05,8233.0,1820.0,0.711916943359375,False,PUT,2025-10-03,CRWV,0.0,12.92,8233.0,100.0,-0.7678018575851393,0.12246978178698084,卖Put，看涨,12.246978178698084,-76.78018575851394,8233.0,2469900.0,<=5M
CRWV251003C00139000,139.0,4.71,4.35,4.75,5190.0,338.0,0.911133701171875,False,CALL,2025-10-03,CRWV,0.0,0.46,5190.0,100.0,9.239130434782608,0.12246978178698084,买Call，看涨,12.246978178698084,923.9130434782608,5190.0,2444490.0,<=5M
AMZN251003C00222500,222.5,1.32,1.3,1.31,17670.0,15561.0,0.3012765185546875,False,CALL,2025-10-03,AMZN,0.0,2.82,17670.0,100.0,-0.5319148936170213,-0.015303568998991846,卖Call，看跌,-1.5303568998991846,-53.191489361702125,17670.0,2332440.0,<=5M
AMZN251003C00217500,217.5,3.5,3.45,3.5,6592.0,2924.0,0.3076241113281249,True,CALL,2025-10-03,AMZN,0.0,5.84,6592.0,100.0,-0.4006849315068493,-0.015303568998991846,卖Call，看跌,-1.5303568998991846,-40.06849315068493,6592.0,2307200.0,<=5M
AMZN251017C00220000,220.0,5.3,5.25,5.35,4347.0,13875.0,0.3051827294921875,False,CALL,2025-10-17,AMZN,0.0,7.1,4347.0,100.0,-0.2535211267605634,-0.015303568998991846,卖Call，看跌,-1.5303568998991846,-25.352112676056336,4347.0,2303910.0,<=5M
U251003C00042000,42.0,0.63,0.63,0.65,35092.0,393.0,0.7578149218750001,False,CALL,2025-10-03,U,0.0,1.88,35092.0,100.0,-0.6648936170212766,-0.06031672648859593,卖Call，看跌,-6.031672648859593,-66.48936170212765,35092.0,2210796.0,<=5M
TSLA251017C00500000,500.0,4.45,4.45,4.55,4935.0,20880.0,0.5894206097412109,False,CALL,2025-10-17,TSLA,0.0,6.2,4935.0,100.0,-0.282258064516129,-0.01841114555048675,卖Call，看跌,-1.841114555048675,-28.2258064516129,4935.0,2196075.0,<=5M
META251003C00750000,750.0,3.05,3.0,3.1,7191.0,3102.0,0.2913889221191405,False,CALL,2025-10-03,META,0.0,6.7,7191.0,100.0,-0.5447761194029851,-0.012873294336735725,卖Call，看跌,-1.2873294336735726,-54.47761194029851,7191.0,2193255.0,<=5M
ORCL251003C00280000,280.0,5.2,5.1,5.3,4199.0,1697.0,0.5258836474609375,False,CALL,2025-10-03,ORCL,0.0,7.5,4199.0,100.0,-0.30666666666666664,-0.01662191273414869,卖Call，看跌,-1.662191273414869,-30.666666666666664,4199.0,2183480.0,<=5M
HOOD251017C00150000,150.0,3.8,3.6,3.65,5742.0,8659.0,0.6254920263671876,False,CALL,2025-10-17,HOOD,0.0,3.1,5742.0,100.0,0.22580645161290314,0.01568903052449743,买Call，看涨,1.5689030524497432,22.580645161290313,5742.0,2181960.0,<=5M
HOOD251010C00140000,140.0,5.8,5.5,5.65,3740.0,4104.0,0.6355016918945313,False,CALL,2025-10-10,HOOD,0.0,4.46,3740.0,100.0,0.3004484304932735,0.01568903052449743,买Call，看涨,1.5689030524497432,30.04484304932735,3740.0,2169200.0,<=5M
META251003P00725000,725.0,5.0,5.05,5.2,4244.0,2045.0,0.2904123693847655,False,PUT,2025-10-03,META,0.0,2.9,4244.0,100.0,0.7241379310344828,-0.012873294336735725,买Put，看跌,-1.2873294336735726,72.41379310344827,4244.0,2122000.0,<=5M
NVDA251024C00190000,190.0,5.24,5.2,5.2,4022.0,8936.0,0.3437565625,False,CALL,2025-10-24,NVDA,0.0,3.4,4022.0,100.0,0.5411764705882354,0.02631283058960429,买Call，看涨,2.6312830589604292,54.117647058823536,4022.0,2107528.0000000005,<=5M
MU251003C00165000,165.0,3.69,3.75,3.85,5555.0,10012.0,0.4890187817382813,True,CALL,2025-10-03,MU,0.0,2.96,5555.0,100.0,0.24662162162162163,0.012385593989582316,买Call，看涨,1.2385593989582315,24.66216216216216,5555.0,2049795.0,<=5M
GOOGL251003C00242500,242.5,2.11,2.1,2.12,9673.0,820.0,0.2658764819335937,False,CALL,2025-10-03,GOOGL,0.0,4.42,9673.0,100.0,-0.5226244343891403,-0.011473071160601426,卖Call，看跌,-1.1473071160601427,-52.26244343891403,9673.0,2041003.0,<=5M
AMZN251003P00217500,217.5,2.04,2.02,2.03,9927.0,7214.0,0.2885813330078124,False,PUT,2025-10-03,AMZN,0.0,1.13,9927.0,100.0,0.8053097345132746,-0.015303568998991846,买Put，看跌,-1.5303568998991846,80.53097345132745,9927.0,2025108.0000000002,<=5M
