contractSymbol,strike,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,option_type,expiry_date,liquidity_score,symbol
AA251121C00030000,30.0,4.85,4.9,5.0,237.0,1225,0.5610395458984375,True,CALL,2025-11-21,1462.0,AA
AA251121C00035000,35.0,2.12,2.16,2.21,352.0,13083,0.532231240234375,False,CALL,2025-11-21,13435.0,AA
AA251121C00040000,40.0,0.73,0.71,0.78,64.0,864,0.508793974609375,False,CALL,2025-11-21,928.0,AA
AA251121P00025000,25.0,0.22,0.2,0.23,16.0,2213,0.5468795312500001,False,PUT,2025-11-21,2229.0,AA
AA251121P00030000,30.0,1.15,1.07,1.11,48.0,1906,0.5151415673828125,False,PUT,2025-11-21,1954.0,AA
AA251121P00035000,35.0,3.45,3.3,3.4,52.0,259,0.5004932763671875,True,PUT,2025-11-21,311.0,AA
AA251121P00040000,40.0,7.87,6.9,7.0,7.0,36,0.4887746435546876,True,PUT,2025-11-21,43.0,AA
AA251219C00025000,25.0,8.14,9.2,9.35,5.0,15,0.5937540625000001,True,CALL,2025-12-19,20.0,AA
AA251219C00030000,30.0,5.3,5.35,5.45,2.0,21,0.5400436621093752,True,CALL,2025-12-19,23.0,AA
AA251219C00035000,35.0,2.56,2.69,2.72,44.0,390,0.5139208764648437,False,CALL,2025-12-19,434.0,AA
AA251219C00040000,40.0,1.17,1.06,1.18,46.0,677,0.4995167236328125,False,CALL,2025-12-19,723.0,AA
AA251219P00025000,25.0,0.36,0.35,0.59,16.0,56,0.5483443603515626,False,PUT,2025-12-19,72.0,AA
AA251219P00030000,30.0,1.48,1.34,1.47,20.0,424,0.49170430175781255,False,PUT,2025-12-19,444.0,AA
AA251219P00035000,35.0,3.9,3.7,3.8,16.0,45,0.4770560107421875,True,PUT,2025-12-19,61.0,AA
AA260116C00025000,25.0,9.5,9.4,9.6,9.0,1226,0.5717816259765626,True,CALL,2026-01-16,1235.0,AA
AA260116C00030000,30.0,5.8,5.75,5.85,42.0,3458,0.5297898583984376,True,CALL,2026-01-16,3500.0,AA
AA260116C00035000,35.0,3.15,3.1,3.2,190.0,10285,0.5039112109375,False,CALL,2026-01-16,10475.0,AA
AA260116C00040000,40.0,1.49,1.54,1.59,92.0,4890,0.49609878906250005,False,CALL,2026-01-16,4982.0,AA
AA260116P00025000,25.0,0.56,0.54,0.6,6.0,9831,0.5029346582031251,False,PUT,2026-01-16,9837.0,AA
AA260116P00030000,30.0,1.83,1.74,1.82,658.0,11190,0.4809622216796875,False,PUT,2026-01-16,11848.0,AA
AA260116P00035000,35.0,4.2,4.05,4.2,5.0,2857,0.4660697924804688,True,PUT,2026-01-16,2862.0,AA
AA260116P00040000,40.0,7.63,7.5,7.6,5.0,2234,0.44605046142578125,True,PUT,2026-01-16,2239.0,AA
AA260320C00025000,25.0,9.89,10.05,10.4,4.0,667,0.586918193359375,True,CALL,2026-03-20,671.0,AA
AA260320C00030000,30.0,6.58,6.55,6.7,2.0,1063,0.524418818359375,True,CALL,2026-03-20,1065.0,AA
AA260320C00035000,35.0,3.95,4.0,4.15,88.0,2849,0.5019581054687501,False,CALL,2026-03-20,2937.0,AA
AA260320C00040000,40.0,2.25,2.31,2.44,22.0,10911,0.49561051269531253,False,CALL,2026-03-20,10933.0,AA
AA260320P00025000,25.0,1.03,0.96,1.24,20.0,6388,0.5073291455078125,False,PUT,2026-03-20,6408.0,AA
AA260320P00030000,30.0,2.48,2.43,2.66,12.0,1920,0.48828636718750007,False,PUT,2026-03-20,1932.0,AA
AA260320P00035000,35.0,4.95,4.8,4.9,7.0,511,0.44751529052734373,True,PUT,2026-03-20,518.0,AA
AA260320P00040000,40.0,9.4,7.95,8.15,7.0,393,0.42358974853515624,True,PUT,2026-03-20,400.0,AA
AA260417C00025000,25.0,9.35,10.25,10.45,1.0,11,0.5637250659179689,True,CALL,2026-04-17,12.0,AA
AA260417C00030000,30.0,6.2,6.9,7.05,1.0,60,0.5262498547363281,True,CALL,2026-04-17,61.0,AA
AA260417C00035000,35.0,4.3,4.4,4.55,13.0,176,0.50586431640625,False,CALL,2026-04-17,189.0,AA
AA260417C00040000,40.0,2.58,2.65,2.76,9.0,144,0.49341326904296884,False,CALL,2026-04-17,153.0,AA
AA260417P00025000,25.0,1.47,0.96,1.23,1.0,57,0.49268085449218757,False,PUT,2026-04-17,58.0,AA
AA260417P00030000,30.0,3.1,2.7,2.79,3.0,127,0.46802289794921875,False,PUT,2026-04-17,130.0,AA
AA260417P00035000,35.0,5.2,5.05,5.2,2.0,6,0.445318046875,True,PUT,2026-04-17,8.0,AA
AA260618C00025000,25.0,10.55,10.7,10.8,3.0,1663,0.5451705639648439,True,CALL,2026-06-18,1666.0,AA
AA260618C00030000,30.0,7.4,7.5,7.55,52.0,987,0.5144091528320311,True,CALL,2026-06-18,1039.0,AA
AA260618C00035000,35.0,5.05,5.0,5.15,25.0,691,0.5017139672851563,False,CALL,2026-06-18,716.0,AA
AA260618C00040000,40.0,3.15,3.2,3.3,4.0,2922,0.4802298071289062,False,CALL,2026-06-18,2926.0,AA
AA260618P00025000,25.0,1.56,1.5,1.58,2.0,3635,0.47949739257812496,False,PUT,2026-06-18,3637.0,AA
AA260618P00030000,30.0,3.6,3.2,3.25,14.0,485,0.45483943603515625,False,PUT,2026-06-18,499.0,AA
AA260618P00035000,35.0,6.39,5.55,5.7,132.0,2039,0.4332332067871094,True,PUT,2026-06-18,2171.0,AA
AA260618P00040000,40.0,9.42,8.7,8.85,1.0,1120,0.4096738720703125,True,PUT,2026-06-18,1121.0,AA
AA260918C00025000,25.0,10.75,11.3,11.5,2.0,12,0.5395553857421876,True,CALL,2026-09-18,14.0,AA
AA260918C00030000,30.0,7.6,8.3,8.45,1.0,180,0.514653291015625,True,CALL,2026-09-18,181.0,AA
AA260918C00035000,35.0,5.73,5.85,6.0,1.0,378,0.49670913452148446,False,CALL,2026-09-18,379.0,AA
AA260918C00040000,40.0,3.0,4.0,4.15,1.0,29,0.47852083984375,False,CALL,2026-09-18,30.0,AA
AA260918P00025000,25.0,2.29,1.82,2.05,2.0,1505,0.46619186157226566,False,PUT,2026-09-18,1507.0,AA
AA260918P00030000,30.0,4.11,3.75,3.85,2.0,174,0.4425104577636719,False,PUT,2026-09-18,176.0,AA
AA260918P00035000,35.0,7.2,6.15,6.3,1.0,134,0.4184628466796875,True,PUT,2026-09-18,135.0,AA
AA260918P00040000,40.0,11.65,9.8,9.95,14.0,15,0.4382380395507813,True,PUT,2026-09-18,29.0,AA
AA261218C00025000,25.0,10.35,11.85,12.1,1.0,44,0.5351608984375,True,CALL,2026-12-18,45.0,AA
AA261218C00030000,30.0,10.0,8.95,9.15,102.0,269,0.5102588037109376,True,CALL,2026-12-18,371.0,AA
AA261218C00035000,35.0,5.35,6.6,6.8,7.0,255,0.4979298254394532,False,CALL,2026-12-18,262.0,AA
AA261218C00040000,40.0,4.8,4.75,4.9,105.0,680,0.4776663562011719,False,CALL,2026-12-18,785.0,AA
AA261218P00025000,25.0,2.54,2.39,2.49,3.0,725,0.4587456469726563,False,PUT,2026-12-18,728.0,AA
AA261218P00030000,30.0,4.4,4.35,4.4,1.0,776,0.4364070031738281,False,PUT,2026-12-18,777.0,AA
AA261218P00035000,35.0,7.66,6.75,6.9,2.0,167,0.414068359375,True,PUT,2026-12-18,169.0,AA
AA261218P00040000,40.0,12.15,10.3,10.5,3.0,177,0.4285945812988281,True,PUT,2026-12-18,180.0,AA
AA270115C00025000,25.0,11.8,11.65,12.2,5.0,528,0.514653291015625,True,CALL,2027-01-15,533.0,AA
AA270115C00030000,30.0,9.13,9.0,9.4,21.0,1130,0.5059863854980469,True,CALL,2027-01-15,1151.0,AA
AA270115C00035000,35.0,5.7,6.8,7.05,1.0,899,0.4997608618164063,False,CALL,2027-01-15,900.0,AA
AA270115C00040000,40.0,4.89,4.8,5.2,1.0,1619,0.48291532714843755,False,CALL,2027-01-15,1620.0,AA
AA270115P00025000,25.0,2.65,2.5,2.63,2.0,2407,0.4580132324218751,False,PUT,2027-01-15,2409.0,AA
AA270115P00030000,30.0,4.88,4.4,4.6,13.0,5175,0.4379939013671875,False,PUT,2027-01-15,5188.0,AA
AA270115P00035000,35.0,7.57,6.8,7.05,3.0,2966,0.4116269775390625,True,PUT,2027-01-15,2969.0,AA
AA270115P00040000,40.0,12.81,10.35,10.65,4.0,50,0.42566492309570314,True,PUT,2027-01-15,54.0,AA
AA280121C00025000,25.0,12.97,13.45,14.2,1.0,2,0.5114794946289063,True,CALL,2028-01-21,3.0,AA
AA280121C00030000,30.0,11.25,11.4,11.6,10.0,42,0.5070850073242188,True,CALL,2028-01-21,52.0,AA
AA280121C00035000,35.0,9.05,9.25,9.5,6.0,13,0.4986622399902344,False,CALL,2028-01-21,19.0,AA
AA280121C00040000,40.0,7.4,7.45,7.75,1.0,12,0.4867605035400391,False,CALL,2028-01-21,13.0,AA
AA280121P00025000,25.0,4.14,3.8,4.05,1.0,2,0.43884838500976564,False,PUT,2028-01-21,3.0,AA
AA280121P00030000,30.0,6.41,5.9,6.2,2.0,99,0.4162656030273437,False,PUT,2028-01-21,101.0,AA
AA280121P00035000,35.0,9.09,8.45,8.75,2.0,12,0.3931945446777344,True,PUT,2028-01-21,14.0,AA
AAL251003C00008500,8.5,2.88,2.86,4.25,1.0,2,3.5429698925781246,True,CALL,2025-10-03,3.0,AAL
AAL251003C00009000,9.0,2.31,2.37,2.44,7.0,27,1.0000000000000003e-05,True,CALL,2025-10-03,34.0,AAL
AAL251003C00009500,9.5,1.77,1.9,1.94,2.0,11,1.0000000000000003e-05,True,CALL,2025-10-03,13.0,AAL
AAL251003C00010000,10.0,1.35,1.37,1.73,1.0,36,0.8828136718749999,True,CALL,2025-10-03,37.0,AAL
AAL251003C00010500,10.5,0.92,0.91,0.95,65.0,147,1.0000000000000003e-05,True,CALL,2025-10-03,212.0,AAL
AAL251003C00011000,11.0,0.45,0.45,0.47,1274.0,993,1.0000000000000003e-05,True,CALL,2025-10-03,2267.0,AAL
AAL251003C00011500,11.5,0.14,0.13,0.14,7658.0,4071,0.257819921875,True,CALL,2025-10-03,11729.0,AAL
AAL251003C00012000,12.0,0.03,0.02,0.03,8504.0,8956,0.3242255078124999,False,CALL,2025-10-03,17460.0,AAL
AAL251003C00012500,12.5,0.01,0.01,0.02,688.0,5931,0.476567734375,False,CALL,2025-10-03,6619.0,AAL
AAL251003C00013000,13.0,0.02,0.01,0.02,1030.0,7109,0.6093789062500001,False,CALL,2025-10-03,8139.0,AAL
AAL251003C00013500,13.5,0.01,0.01,0.02,321.0,2043,0.7500025,False,CALL,2025-10-03,2364.0,AAL
AAL251003C00014000,14.0,0.01,0.0,0.01,16.0,1854,0.7500025,False,CALL,2025-10-03,1870.0,AAL
AAL251003C00014500,14.5,0.03,0.0,0.01,81.0,673,0.87500125,False,CALL,2025-10-03,754.0,AAL
AAL251003P00008500,8.5,0.03,0.0,0.33,1.0,2,2.2656293359374997,False,PUT,2025-10-03,3.0,AAL
AAL251003P00009000,9.0,0.01,0.0,0.31,5.0,6,1.9062504687500001,False,PUT,2025-10-03,11.0,AAL
AAL251003P00009500,9.5,0.03,0.0,0.01,10.0,10,0.7500025,False,PUT,2025-10-03,20.0,AAL
AAL251003P00010000,10.0,0.01,0.0,0.01,46.0,56,0.5625043750000001,False,PUT,2025-10-03,102.0,AAL
AAL251003P00010500,10.5,0.01,0.01,0.02,265.0,257,0.523442265625,False,PUT,2025-10-03,522.0,AAL
AAL251003P00011000,11.0,0.04,0.04,0.05,1617.0,3589,0.4062559375,False,PUT,2025-10-03,5206.0,AAL
AAL251003P00011500,11.5,0.21,0.21,0.22,2053.0,18118,0.414068359375,False,PUT,2025-10-03,20171.0,AAL
AAL251003P00012000,12.0,0.65,0.59,0.63,320.0,9768,0.5468795312500001,True,PUT,2025-10-03,10088.0,AAL
AAL251003P00012500,12.5,1.07,1.02,1.11,131.0,4798,0.6718782812500002,True,PUT,2025-10-03,4929.0,AAL
AAL251003P00013000,13.0,1.68,1.58,1.62,15.0,610,0.98437515625,True,PUT,2025-10-03,625.0,AAL
AAL251003P00013500,13.5,2.21,2.05,2.12,62.0,297,1.125004375,True,PUT,2025-10-03,359.0,AAL
AAL251003P00014000,14.0,2.65,2.54,2.62,3.0,27,1.2812535937499998,True,PUT,2025-10-03,30.0,AAL
AAL251003P00014500,14.5,2.4,3.05,3.45,1.0,1,1.99609376953125,True,PUT,2025-10-03,2.0,AAL
AAL251010C00008500,8.5,3.25,2.89,3.1,1.0,2,1.2500037499999999,True,CALL,2025-10-10,3.0,AAL
AAL251010C00009000,9.0,2.43,2.41,2.53,4.0,28,0.7812521875,True,CALL,2025-10-10,32.0,AAL
AAL251010C00009500,9.5,1.96,1.89,1.98,3.0,25,1.0000000000000003e-05,True,CALL,2025-10-10,28.0,AAL
AAL251010C00010000,10.0,1.4,1.44,1.5,4.0,85,1.0000000000000003e-05,True,CALL,2025-10-10,89.0,AAL
AAL251010C00010500,10.5,0.95,1.0,1.04,4.0,62,0.38672488281249995,True,CALL,2025-10-10,66.0,AAL
AAL251010C00011000,11.0,0.6,0.62,0.65,379.0,356,0.41797457031249996,True,CALL,2025-10-10,735.0,AAL
AAL251010C00011500,11.5,0.35,0.35,0.37,1016.0,761,0.4414118359375,True,CALL,2025-10-10,1777.0,AAL
AAL251010C00012000,12.0,0.18,0.17,0.18,3200.0,4108,0.44336494140625,False,CALL,2025-10-10,7308.0,AAL
AAL251010C00012500,12.5,0.08,0.07,0.08,602.0,2129,0.45313046875,False,CALL,2025-10-10,2731.0,AAL
AAL251010C00013000,13.0,0.03,0.03,0.04,464.0,4173,0.48438015625,False,CALL,2025-10-10,4637.0,AAL
AAL251010C00013500,13.5,0.03,0.02,0.03,127.0,1440,0.5312546875,False,CALL,2025-10-10,1567.0,AAL
AAL251010C00014000,14.0,0.02,0.01,0.02,55.0,714,0.57812921875,False,CALL,2025-10-10,769.0,AAL
AAL251010C00014500,14.5,0.01,0.0,0.09,309.0,850,0.804689453125,False,CALL,2025-10-10,1159.0,AAL
AAL251010P00008500,8.5,0.01,0.0,0.75,,1,1.9453127734375002,False,PUT,2025-10-10,1.0,AAL
AAL251010P00009000,9.0,0.01,0.0,0.07,2.0,21,0.8437515624999999,False,PUT,2025-10-10,23.0,AAL
AAL251010P00009500,9.5,0.03,0.0,0.09,4.0,19,0.726565234375,False,PUT,2025-10-10,23.0,AAL
AAL251010P00010000,10.0,0.04,0.03,0.04,159.0,828,0.5390671093750001,False,PUT,2025-10-10,987.0,AAL
AAL251010P00010500,10.5,0.09,0.08,0.09,413.0,3275,0.507817421875,False,PUT,2025-10-10,3688.0,AAL
AAL251010P00011000,11.0,0.2,0.2,0.21,1305.0,2621,0.5039112109375,False,PUT,2025-10-10,3926.0,AAL
AAL251010P00011500,11.5,0.43,0.42,0.43,109.0,9082,0.5136767382812499,False,PUT,2025-10-10,9191.0,AAL
AAL251010P00012000,12.0,0.76,0.73,0.78,88.0,4752,0.5488326367187502,True,PUT,2025-10-10,4840.0,AAL
AAL251010P00012500,12.5,1.17,1.13,1.16,90.0,2579,0.5742230078125,True,PUT,2025-10-10,2669.0,AAL
AAL251010P00013000,13.0,1.7,1.59,1.63,32.0,364,0.6562534375000001,True,PUT,2025-10-10,396.0,AAL
AAL251010P00013500,13.5,2.19,2.05,2.14,1.0,160,0.7500025,True,PUT,2025-10-10,161.0,AAL
AAL251010P00014000,14.0,2.66,2.55,2.64,2.0,79,0.8632826171875,True,PUT,2025-10-10,81.0,AAL
AAL251010P00014500,14.5,2.85,3.05,3.15,,1,0.98437515625,True,PUT,2025-10-10,1.0,AAL
AAL251017C00008500,8.5,2.84,2.89,2.98,1.0,8,1.0000000000000003e-05,True,CALL,2025-10-17,9.0,AAL
AAL251017C00009000,9.0,2.48,2.43,2.49,1.0,172,1.0000000000000003e-05,True,CALL,2025-10-17,173.0,AAL
AAL251017C00009500,9.5,1.89,1.95,1.99,12.0,47,1.0000000000000003e-05,True,CALL,2025-10-17,59.0,AAL
AAL251017C00010000,10.0,1.35,1.48,1.53,26.0,1503,0.4101621484375,True,CALL,2025-10-17,1529.0,AAL
AAL251017C00010500,10.5,1.0,1.06,1.12,7.0,12,0.45508357421875,True,CALL,2025-10-17,19.0,AAL
AAL251017C00011000,11.0,0.73,0.71,0.75,59.0,3028,0.44727115234375,True,CALL,2025-10-17,3087.0,AAL
AAL251017C00011500,11.5,0.44,0.45,0.46,751.0,699,0.43945873046875,True,CALL,2025-10-17,1450.0,AAL
AAL251017C00012000,12.0,0.26,0.26,0.28,1327.0,10157,0.45898978515625005,False,CALL,2025-10-17,11484.0,AAL
AAL251017C00012500,12.5,0.15,0.14,0.15,1071.0,1280,0.45703667968750006,False,CALL,2025-10-17,2351.0,AAL
AAL251017C00013000,13.0,0.07,0.07,0.08,501.0,21657,0.46484910156250003,False,CALL,2025-10-17,22158.0,AAL
AAL251017C00013500,13.5,0.05,0.04,0.05,83.0,1635,0.49609878906250005,False,CALL,2025-10-17,1718.0,AAL
AAL251017C00014000,14.0,0.03,0.02,0.03,317.0,26146,0.500005,False,CALL,2025-10-17,26463.0,AAL
AAL251017C00014500,14.5,0.05,0.0,0.04,1.0,73,0.5468795312500001,False,CALL,2025-10-17,74.0,AAL
AAL251017P00009000,9.0,0.01,0.0,0.04,2.0,5198,0.5937540625000001,False,PUT,2025-10-17,5200.0,AAL
AAL251017P00009500,9.5,0.05,0.03,0.04,176.0,37,0.5468795312500001,False,PUT,2025-10-17,213.0,AAL
AAL251017P00010000,10.0,0.07,0.06,0.08,1679.0,14253,0.5117236328125,False,PUT,2025-10-17,15932.0,AAL
AAL251017P00010500,10.5,0.15,0.14,0.15,1815.0,2510,0.49805189453125004,False,PUT,2025-10-17,4325.0,AAL
AAL251017P00011000,11.0,0.29,0.28,0.29,1541.0,21085,0.49023947265625006,False,PUT,2025-10-17,22626.0,AAL
AAL251017P00011500,11.5,0.52,0.51,0.54,1935.0,2905,0.5019581054687501,False,PUT,2025-10-17,4840.0,AAL
AAL251017P00012000,12.0,0.83,0.82,0.85,336.0,34498,0.5136767382812499,True,PUT,2025-10-17,34834.0,AAL
AAL251017P00012500,12.5,1.22,1.19,1.22,74.0,366,0.523442265625,True,PUT,2025-10-17,440.0,AAL
AAL251017P00013000,13.0,1.66,1.63,1.67,17.0,6922,0.5742230078125,True,PUT,2025-10-17,6939.0,AAL
AAL251017P00013500,13.5,2.22,2.08,2.14,40.0,2,0.6152382226562501,True,PUT,2025-10-17,42.0,AAL
AAL251017P00014000,14.0,2.74,2.58,2.64,3.0,676,0.7070341796875,True,PUT,2025-10-17,679.0,AAL
AAL251017P00014500,14.5,3.08,3.05,3.15,,4,0.773439765625,True,PUT,2025-10-17,4.0,AAL
AAL251024C00009000,9.0,2.4,2.48,2.53,2.0,41,0.5312546875,True,CALL,2025-10-24,43.0,AAL
AAL251024C00009500,9.5,1.95,2.01,2.05,4.0,25,0.49219257812500006,True,CALL,2025-10-24,29.0,AAL
AAL251024C00010000,10.0,1.61,1.55,1.62,102.0,329,0.5117236328125,True,CALL,2025-10-24,431.0,AAL
AAL251024C00010500,10.5,1.07,1.19,1.23,20.0,88,0.5117236328125,True,CALL,2025-10-24,108.0,AAL
AAL251024C00011000,11.0,0.86,0.87,0.9,6.0,225,0.500005,True,CALL,2025-10-24,231.0,AAL
AAL251024C00011500,11.5,0.63,0.61,0.64,317.0,70,0.507817421875,True,CALL,2025-10-24,387.0,AAL
AAL251024C00012000,12.0,0.42,0.41,0.43,189.0,1021,0.5097705273437501,False,CALL,2025-10-24,1210.0,AAL
AAL251024C00012500,12.5,0.27,0.26,0.29,916.0,772,0.5136767382812499,False,CALL,2025-10-24,1688.0,AAL
AAL251024C00013000,13.0,0.17,0.17,0.18,152.0,1766,0.51758294921875,False,CALL,2025-10-24,1918.0,AAL
AAL251024C00013500,13.5,0.11,0.11,0.12,99.0,885,0.5312546875,False,CALL,2025-10-24,984.0,AAL
AAL251024C00014000,14.0,0.07,0.07,0.08,89.0,714,0.5429733203125001,False,CALL,2025-10-24,803.0,AAL
AAL251024C00014500,14.5,0.05,0.04,0.06,11.0,515,0.5585981640625001,False,CALL,2025-10-24,526.0,AAL
AAL251024P00008500,8.5,0.02,0.0,0.75,,5,1.3222690136718749,False,PUT,2025-10-24,5.0,AAL
AAL251024P00009000,9.0,0.06,0.04,0.06,63.0,347,0.6171913281250001,False,PUT,2025-10-24,410.0,AAL
AAL251024P00009500,9.5,0.09,0.08,0.1,40.0,1602,0.5898478515625001,False,PUT,2025-10-24,1642.0,AAL
AAL251024P00010000,10.0,0.15,0.15,0.16,220.0,2343,0.5664105859375,False,PUT,2025-10-24,2563.0,AAL
AAL251024P00010500,10.5,0.27,0.26,0.28,299.0,1435,0.5585981640625001,False,PUT,2025-10-24,1734.0,AAL
AAL251024P00011000,11.0,0.43,0.42,0.43,1433.0,2842,0.5400436621093752,False,PUT,2025-10-24,4275.0,AAL
AAL251024P00011500,11.5,0.69,0.65,0.69,193.0,2406,0.5488326367187502,False,PUT,2025-10-24,2599.0,AAL
AAL251024P00012000,12.0,1.01,0.95,0.99,31.0,1116,0.5556685058593751,True,PUT,2025-10-24,1147.0,AAL
AAL251024P00012500,12.5,1.35,1.3,1.35,11.0,1279,0.5644574804687501,True,PUT,2025-10-24,1290.0,AAL
AAL251024P00013000,13.0,1.78,1.7,1.76,36.0,300,0.5839885351562499,True,PUT,2025-10-24,336.0,AAL
AAL251024P00013500,13.5,2.26,2.14,2.19,54.0,5,0.6054726953125001,True,PUT,2025-10-24,59.0,AAL
AAL251024P00014000,14.0,2.76,2.59,2.71,1.0,9,0.6679720703125002,True,PUT,2025-10-24,10.0,AAL
AAL251024P00014500,14.5,1.72,3.05,3.15,,4,0.6679720703125002,True,PUT,2025-10-24,4.0,AAL
AAL251031C00009500,9.5,1.96,2.05,2.1,5.0,27,0.5390671093750001,True,CALL,2025-10-31,32.0,AAL
AAL251031C00010000,10.0,1.63,1.61,1.72,30.0,47,0.5136767382812499,True,CALL,2025-10-31,77.0,AAL
AAL251031C00010500,10.5,1.25,1.25,1.31,10.0,27,0.5039112109375,True,CALL,2025-10-31,37.0,AAL
AAL251031C00011000,11.0,0.94,0.94,0.97,260.0,47,0.5019581054687501,True,CALL,2025-10-31,307.0,AAL
AAL251031C00011500,11.5,0.68,0.67,0.71,416.0,4310,0.500005,True,CALL,2025-10-31,4726.0,AAL
AAL251031C00012000,12.0,0.48,0.47,0.5,211.0,670,0.5019581054687501,False,CALL,2025-10-31,881.0,AAL
AAL251031C00012500,12.5,0.32,0.32,0.35,491.0,4601,0.506840869140625,False,CALL,2025-10-31,5092.0,AAL
AAL251031C00013000,13.0,0.21,0.21,0.22,583.0,493,0.500005,False,CALL,2025-10-31,1076.0,AAL
AAL251031C00013500,13.5,0.16,0.14,0.16,153.0,386,0.51562984375,False,CALL,2025-10-31,539.0,AAL
AAL251031C00014000,14.0,0.1,0.1,0.11,57.0,751,0.5293015820312501,False,CALL,2025-10-31,808.0,AAL
AAL251031C00014500,14.5,0.08,0.05,0.08,3.0,180,0.5273484765625001,False,CALL,2025-10-31,183.0,AAL
AAL251031P00008500,8.5,0.06,0.04,0.06,12.0,126,0.648441015625,False,PUT,2025-10-31,138.0,AAL
AAL251031P00009000,9.0,0.07,0.06,0.08,438.0,92,0.5937540625000001,False,PUT,2025-10-31,530.0,AAL
AAL251031P00009500,9.5,0.12,0.11,0.13,101.0,733,0.570316796875,False,PUT,2025-10-31,834.0,AAL
AAL251031P00010000,10.0,0.21,0.19,0.21,177.0,325,0.5546919531250001,False,PUT,2025-10-31,502.0,AAL
AAL251031P00010500,10.5,0.33,0.31,0.34,143.0,768,0.5449264257812501,False,PUT,2025-10-31,911.0,AAL
AAL251031P00011000,11.0,0.52,0.49,0.52,378.0,1893,0.5400436621093752,False,PUT,2025-10-31,2271.0,AAL
AAL251031P00011500,11.5,0.72,0.72,0.75,40.0,869,0.53320779296875,False,PUT,2025-10-31,909.0,AAL
AAL251031P00012000,12.0,1.08,1.01,1.03,45.0,20781,0.5283250292968751,True,PUT,2025-10-31,20826.0,AAL
AAL251031P00012500,12.5,1.43,1.36,1.39,5.0,2645,0.5390671093750001,True,PUT,2025-10-31,2650.0,AAL
AAL251031P00013000,13.0,1.86,1.75,1.79,10.0,209,0.5507857421875001,True,PUT,2025-10-31,219.0,AAL
AAL251031P00013500,13.5,1.67,2.06,2.26,4.0,5,0.5273484765625001,True,PUT,2025-10-31,9.0,AAL
AAL251031P00014000,14.0,2.7,2.59,2.67,5.0,20,0.5625043750000001,True,PUT,2025-10-31,25.0,AAL
AAL251031P00014500,14.5,2.15,3.05,3.2,,40,0.62305064453125,True,PUT,2025-10-31,40.0,AAL
AAL251107C00009500,9.5,2.14,2.05,2.24,,1,0.5507857421875001,True,CALL,2025-11-07,1.0,AAL
AAL251107C00010000,10.0,1.63,1.68,1.72,10.0,17,0.5039112109375,True,CALL,2025-11-07,27.0,AAL
AAL251107C00010500,10.5,1.33,1.31,1.37,5.0,5,0.50586431640625,True,CALL,2025-11-07,10.0,AAL
AAL251107C00011000,11.0,0.98,0.99,1.02,7.0,14,0.5009815527343751,True,CALL,2025-11-07,21.0,AAL
AAL251107C00011500,11.5,0.74,0.73,0.76,71.0,92,0.5009815527343751,True,CALL,2025-11-07,163.0,AAL
AAL251107C00012000,12.0,0.5,0.52,0.55,31.0,412,0.500005,False,CALL,2025-11-07,443.0,AAL
AAL251107C00012500,12.5,0.35,0.37,0.39,15.0,40,0.500005,False,CALL,2025-11-07,55.0,AAL
AAL251107C00013000,13.0,0.26,0.26,0.28,23.0,32,0.500005,False,CALL,2025-11-07,55.0,AAL
AAL251107C00013500,13.5,0.19,0.17,0.19,148.0,24,0.507817421875,False,CALL,2025-11-07,172.0,AAL
AAL251107C00014500,14.5,0.11,0.05,0.11,,3,0.5039112109375,False,CALL,2025-11-07,3.0,AAL
AAL251107P00008500,8.5,0.05,0.05,0.07,2.0,51,0.6132851171875001,False,PUT,2025-11-07,53.0,AAL
AAL251107P00009000,9.0,0.1,0.08,0.11,114.0,138,0.5820354296875,False,PUT,2025-11-07,252.0,AAL
AAL251107P00009500,9.5,0.2,0.13,0.17,10.0,2,0.5585981640625001,False,PUT,2025-11-07,12.0,AAL
AAL251107P00010000,10.0,0.24,0.22,0.25,168.0,28,0.5371140039062501,False,PUT,2025-11-07,196.0,AAL
AAL251107P00010500,10.5,0.39,0.35,0.38,22.0,64,0.526371923828125,False,PUT,2025-11-07,86.0,AAL
AAL251107P00011000,11.0,0.56,0.52,0.55,155.0,267,0.5117236328125,False,PUT,2025-11-07,422.0,AAL
AAL251107P00011500,11.5,0.79,0.76,0.79,36.0,139,0.5107470800781251,False,PUT,2025-11-07,175.0,AAL
AAL251107P00012000,12.0,1.14,1.05,1.09,7.0,547,0.5136767382812499,True,PUT,2025-11-07,554.0,AAL
AAL251107P00012500,12.5,1.5,1.39,1.43,9.0,101,0.514653291015625,True,PUT,2025-11-07,110.0,AAL
AAL251107P00013000,13.0,1.86,1.78,1.81,51.0,117,0.5214891601562499,True,PUT,2025-11-07,168.0,AAL
AAL251107P00013500,13.5,2.15,2.12,2.25,,40,0.5039112109375,True,PUT,2025-11-07,40.0,AAL
AAL251107P00014000,14.0,2.69,2.63,2.74,,1,0.5722699023437501,True,PUT,2025-11-07,1.0,AAL
AAL251121C00009000,9.0,2.55,2.54,2.63,9.0,147,0.5488326367187502,True,CALL,2025-11-21,156.0,AAL
AAL251121C00010000,10.0,1.7,1.74,1.78,33.0,1535,0.499028447265625,True,CALL,2025-11-21,1568.0,AAL
